date,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2],electricity
2018-01-01 01:00:00,3.3,72.07014789882487,1.7290909090909088,99.0,0.0,0.0,0.0,4.957629142615524
2018-01-01 02:00:00,3.9,65.718620492958,3.2069230769230765,86.15384615384615,0.0,0.0,0.0,4.8987941525588
2018-01-01 03:00:00,3.9,69.08295279348874,4.057777777777779,78.8888888888889,0.0,0.0,0.0,4.864243741892295
2018-01-01 04:00:00,3.766666666666667,78.93279983999327,4.510769230769231,69.23076923076923,0.0,0.0,0.0,4.789373465525599
2018-01-01 05:00:00,3.3,82.44172054380434,5.800909090909091,61.81818181818182,0.0,0.0,0.0,4.89359119855382
2018-01-01 06:00:00,3.3,85.47034855419194,6.687272727272728,55.45454545454545,0.0,0.0,0.0,4.821444406957811
2018-01-01 07:00:00,2.8,88.55325536685233,7.614,47.0,0.0,0.0,0.0,4.776650758265979
2018-01-01 08:00:00,3.0,88.5532482252062,8.56,50.0,0.0,0.0,0.0,4.794613158450567
2018-01-01 09:00:00,2.8,88.55324108356008,8.53,49.16666666666666,0.0,0.0,0.0,4.772845337872517
2018-01-01 10:00:00,3.0,88.89389232753294,7.9316666666666675,45.0,0.0,0.0,0.0,4.7350527319995
2018-01-01 11:00:00,3.15,89.23454357150581,7.8883333333333345,49.16666666666666,1.0,0.0,1.0,4.7092603666000015
2018-01-01 12:00:00,3.45,85.53594919456775,7.796923076923077,47.69230769230769,5.0,0.0,5.0,4.606748743651148
2018-01-01 13:00:00,3.675,82.28027242869248,7.717777777777778,48.88888888888889,31.0,0.0,31.0,4.565126760633923
2018-01-01 14:00:00,3.9,79.0245956628172,7.2875,40.833333333333336,64.0,0.0,64.0,4.609845462802837
2018-01-01 15:00:00,3.3,85.47031657198781,6.738000000000001,220.0,64.0,0.0,64.0,4.021644603581558
2018-01-01 16:00:00,3.0,83.9559763195495,6.6400000000000015,351.8181818181818,31.0,0.0,31.0,3.905969507535404
2018-01-01 17:00:00,3.3,82.44163606711119,5.9812499999999975,358.75,27.5,0.0,27.5,2.5433630848126008
2018-01-01 18:00:00,3.0,82.44164345749144,3.15125,306.25,4.0,0.0,4.0,1.6851506686310411
2018-01-01 19:00:00,3.3,82.44165084787167,4.8225,321.25,0.0,0.0,0.0,1.5277370534912056
2018-01-01 20:00:00,3.3,82.44163817857854,5.2588888888888885,327.77777777777777,0.0,0.0,0.0,1.4475389234067533
2018-01-01 21:00:00,2.8,88.55322013754093,4.6800000000000015,318.0,0.0,0.0,0.0,2.1906692333373297
2018-01-01 22:00:00,3.05,87.01177694217787,6.894,304.0,0.0,0.0,0.0,3.3304377363289888
2018-01-01 23:00:00,3.3,85.47033374681483,6.572222222222222,303.3333333333333,0.0,0.0,0.0,3.8842923499535433
2018-01-02 00:00:00,3.95,75.66109877068088,4.49,297.27272727272725,0.0,0.0,0.0,4.5770498841146985
2018-01-02 01:00:00,3.3,82.44168322873962,4.5025,286.6666666666667,0.0,0.0,0.0,4.594227677316586
2018-01-02 02:00:00,3.3,78.93272112997556,3.9016666666666673,280.8333333333333,0.0,0.0,0.0,4.592260655687193
2018-01-02 03:00:00,3.05,82.17404856126132,3.97,288.57142857142856,0.0,0.0,0.0,4.558382559327713
2018-01-02 04:00:00,2.8,85.41537599254707,4.629,289.0,0.0,0.0,0.0,4.480490022210326
2018-01-02 05:00:00,2.2,92.41756697527822,1.3722222222222225,134.44444444444446,0.0,0.0,0.0,4.494970644080314
2018-01-02 06:00:00,2.2,89.1427411058765,3.127692307692308,245.38461538461544,0.0,0.0,0.0,4.505103204510192
2018-01-02 07:00:00,1.85,92.38764105403206,3.2011111111111115,297.77777777777777,0.0,0.0,0.0,4.506220947449016
2018-01-02 08:00:00,1.5666666666666669,92.38764268222866,1.594,207.7777777777777,0.0,0.0,0.0,4.511969728048111
2018-01-02 09:00:00,3.3,82.44177054293185,4.172222222222222,195.5555555555556,0.0,0.0,0.0,4.514133534986448
2018-01-02 10:00:00,3.0,74.08025876204684,5.986363636363635,250.0,0.0,0.0,0.0,4.44923513555764
2018-01-02 11:00:00,3.475,65.71874698116184,5.106428571428572,247.1428571428572,3.5,8.5,3.0,4.455046454043148
2018-01-02 12:00:00,3.9,72.00575028921627,4.630833333333333,239.16666666666663,27.5,0.0,27.5,4.505748700478449
2018-01-02 13:00:00,2.733333333333333,89.1427807129185,5.616666666666667,216.66666666666663,51.0,0.0,51.0,4.4671915988180135
2018-01-02 14:00:00,2.9333333333333336,85.41544045986592,5.831666666666668,228.3333333333333,65.0,0.0,65.0,4.5168657695840615
2018-01-02 15:00:00,3.6666666666666665,78.71061336191893,6.7525,242.5,65.5,0.0,65.5,3.904899794355483
2018-01-02 16:00:00,3.9,72.00578626397198,5.659090909090909,246.3636363636364,52.0,0.0,52.0,3.967428697121744
2018-01-02 17:00:00,3.15,75.11933909384892,4.433076923076923,250.0,19.5,0.0,19.5,2.498249607049534
2018-01-02 18:00:00,3.15,72.07034024810645,4.986923076923077,229.23076923076923,1.0,0.0,1.0,1.7050294604285805
2018-01-02 19:00:00,3.15,72.07036918929845,4.2875000000000005,237.5,0.0,0.0,0.0,1.531502183712984
2018-01-02 20:00:00,2.65,68.56055977329773,3.9290909090909087,212.72727272727272,0.0,0.0,0.0,1.4606715769047949
2018-01-02 21:00:00,2.8,81.78011783104023,5.1875,224.16666666666663,0.0,0.0,0.0,2.4613345307957064
2018-01-02 22:00:00,2.4,84.726843844408,6.0008333333333335,212.5,0.0,0.0,0.0,3.5704686822142206
2018-01-02 23:00:00,2.0,82.05474963356141,3.2577777777777768,217.7777777777777,0.0,0.0,0.0,4.1926951557992576
2018-01-03 00:00:00,2.0,75.24875953232936,5.256666666666667,211.11111111111111,0.0,0.0,0.0,4.851014267229072
2018-01-03 01:00:00,2.0,75.18183539840408,4.573333333333334,224.44444444444449,0.0,0.0,0.0,4.856939980210719
2018-01-03 02:00:00,1.85,88.45563503825693,6.044999999999999,218.3333333333333,0.0,0.0,0.0,4.851161530241396
2018-01-03 03:00:00,3.0,83.14233128718628,4.91,226.3636363636364,0.0,0.0,0.0,4.7989146114644585
2018-01-03 04:00:00,2.8,77.82902753611563,5.199999999999998,236.66666666666663,0.0,0.0,0.0,4.763184662192836
2018-01-03 05:00:00,3.0,76.47426903913683,2.628888888888889,246.66666666666663,0.0,0.0,0.0,4.718953412361823
2018-01-03 06:00:00,3.15,75.11951054215803,6.019,231.0,0.0,0.0,0.0,4.730111703671369
2018-01-03 07:00:00,3.3,75.11948581199803,5.444166666666668,215.0,0.0,0.0,0.0,4.620115166137548
2018-01-03 08:00:00,3.0,80.26750314575327,5.830000000000001,210.0,0.0,0.0,0.0,4.521173313570079
2018-01-03 09:00:00,2.8,85.41552047950849,5.601111111111113,201.11111111111111,0.0,0.0,0.0,4.445889640132653
2018-01-03 10:00:00,2.8,88.55339399272401,3.516666666666667,195.8333333333333,0.0,0.0,0.0,4.430225331135731
2018-01-03 11:00:00,3.0,88.5533932778076,3.553636363636364,177.27272727272728,9.5,85.5,7.0,4.443280071078807
2018-01-03 12:00:00,2.8,88.55339256289116,3.9016666666666655,157.5,69.5,395.0,30.0,4.4465128564182175
2018-01-03 13:00:00,2.8,88.55339780568106,5.502000000000002,193.0,65.0,266.5,24.5,4.417048599606568
2018-01-03 14:00:00,4.0,80.80204100594206,4.163636363636363,207.27272727272728,173.0,624.5,47.0,4.387465295305896
2018-01-03 15:00:00,4.2,73.0506842062031,1.7991666666666666,218.3333333333333,91.0,316.5,28.0,3.776633110550209
2018-01-03 16:00:00,4.4,76.29786648253717,1.1469230769230772,95.3846153846154,142.5,616.5,38.0,3.827846095743907
2018-01-03 17:00:00,3.3,78.93319979630421,1.543,175.0,78.5,481.5,28.0,2.372991314664376
2018-01-03 18:00:00,2.9,81.7802697834472,1.08,85.0,1.0,0.0,1.0,1.4918817745201218
2018-01-03 19:00:00,3.3,85.47052990475137,3.0883333333333334,167.5,0.0,0.0,0.0,1.261521262614925
2018-01-03 20:00:00,4.0,84.46099018538028,3.364615384615385,161.53846153846158,0.0,0.0,0.0,1.2132574025476748
2018-01-03 21:00:00,3.825,83.45145046600919,2.418,150.0,0.0,0.0,0.0,1.91096550593352
2018-01-03 22:00:00,3.65,82.4419107466381,3.345833333333333,166.66666666666666,0.0,0.0,0.0,3.138649150989589
2018-01-03 23:00:00,3.0,78.63916552030797,4.0227272727272725,168.1818181818182,0.0,0.0,0.0,3.7184502128826624
2018-01-04 00:00:00,2.95,74.83642029397784,5.08125,170.0,0.0,0.0,0.0,4.407106714472599
2018-01-04 01:00:00,2.9,71.03367506764772,2.947272727272728,130.0,0.0,0.0,0.0,4.412593138457427
2018-01-04 02:00:00,2.733333333333333,77.92850324484542,1.6708333333333332,97.27272727272728,0.0,0.0,0.0,4.410078155625266
2018-01-04 03:00:00,2.4,68.12742334885515,0.6844444444444444,62.22222222222222,0.0,0.0,0.0,4.419984506747747
2018-01-04 04:00:00,2.8,77.82905927931543,2.005,153.33333333333334,0.0,0.0,0.0,4.420621922590214
2018-01-04 05:00:00,2.4,85.41552406329848,1.735,123.33333333333331,0.0,0.0,0.0,4.396168943429345
2018-01-04 06:00:00,2.5,85.44302935592188,1.5427272727272727,91.11111111111111,0.0,0.0,0.0,4.398537126979615
2018-01-04 07:00:00,3.3,85.47053464854528,3.474166666666667,164.54545454545453,0.0,0.0,0.0,4.434157613116236
2018-01-04 08:00:00,3.3,85.47053227663223,4.572222222222221,166.66666666666666,0.0,0.0,0.0,4.441231038369402
2018-01-04 09:00:00,3.3,85.4705245681375,3.6012500000000003,166.25,0.0,0.0,0.0,4.458618554808761
2018-01-04 10:00:00,3.0,85.47052693996186,4.114444444444445,162.22222222222226,0.0,0.0,0.0,4.446665642437955
2018-01-04 11:00:00,3.3,85.47052931178621,5.556,168.0,1.0,0.0,1.0,4.358472095156631
2018-01-04 12:00:00,3.9,75.66163969717707,5.039,170.0,5.0,0.0,5.0,4.345805992816376
2018-01-04 13:00:00,4.0,77.343253577914,5.710000000000001,170.0,51.0,0.0,51.0,4.37598531035974
2018-01-04 14:00:00,3.9,79.02486745865095,5.657777777777778,167.77777777777774,65.0,0.0,65.0,4.420385376998265
2018-01-04 15:00:00,3.9,81.92796148832146,5.504,168.0,10.5,0.0,10.5,3.8995093278003297
2018-01-04 16:00:00,3.95,88.64971039231968,6.0858333333333325,167.5,8.5,0.0,8.5,3.805984988392261
2018-01-04 17:00:00,4.0,90.59854268146866,6.8461538461538485,168.46153846153842,5.0,0.0,5.0,2.4919617358873407
2018-01-04 18:00:00,4.4,92.54737497061764,7.614999999999997,169.0,1.0,0.0,1.0,1.6491288922007146
2018-01-04 19:00:00,4.0,75.87789820355479,6.287777777777778,167.77777777777774,0.0,0.0,0.0,1.5370968392967468
2018-01-04 20:00:00,4.133333333333334,75.46833190425157,6.258333333333334,169.16666666666666,0.0,0.0,0.0,1.4519303909742367
